fixture_date,division,home_team,away_team,home_sets,home_games,away_sets,away_games
2025-06-09,6B,CODICOTE 7,LISTER 2,1,15,2,24
2025-06-23,6B,CODICOTE 7,LEGENDS 4,2,22,1,17
2025-07-07,6B,CODICOTE 7,ASHWELL 2,1,20,2,19
2025-07-21,6B,CODICOTE 7,KIMPTON 5,3,27,0,12
2025-04-21,7A,CODICOTE 8,KNEBWORTH 5,1,14,2,25
2025-05-05,7A,CODICOTE 8,WYMONDLEY,0,3,3,36
2025-05-19,7A,CODICOTE 8,DELLCOTT 5,1,17,2,22
2025-06-02,7A,CODICOTE 8,ASTON 3,1,19,2,20
2025-06-16,7A,CODICOTE 8,WELWYN 8,1,16,2,23
2025-06-30,7A,CODICOTE 8,KIMPTON 6,0,10,3,28
2025-07-14,7A,CODICOTE 8,ORCHARD 5,0,13,3,26
2025-04-28,4A,DATCHWORTH,LETCHWORTH 2,0,15,3,24
2025-05-12,4A,DATCHWORTH,KNEBWORTH 3,0,14,3,25
2025-05-19,4A,DATCHWORTH,HODDESDON 1,1,16,2,23
2025-06-09,4A,DATCHWORTH,WATTON 2,2,21,1,18
2025-06-23,4A,DATCHWORTH,WHEATHAMPSTEAD 3,0,11,3,28
2025-07-14,4A,DATCHWORTH,LEGENDS 2,2,18,1,21
2025-07-21,4A,DATCHWORTH,ORCHARD 2,0,9,3,30
2025-04-21,3A,DELLCOTT 1,WELWYN 4,2,24,1,15
2025-04-28,3A,DELLCOTT 1,ELLISWICK 3,3,28,0,11
2025-05-12,3A,DELLCOTT 1,ASTON 1,0,9,3,30
2025-05-26,3A,DELLCOTT 1,CODICOTE 4,3,26,0,13
2025-06-02,3A,DELLCOTT 1,LEGENDS 1,1,15,2,24
2025-06-23,3A,DELLCOTT 1,DIGSWELL 2,3,26,0,13
2025-07-07,3A,DELLCOTT 1,GOSLING,1,11,2,28
2025-04-21,4B,DELLCOTT 2,WATTON 1,1,20,2,19
2025-05-05,4B,DELLCOTT 2,WHEATHAMPSTEAD 2,1,16,2,23
2025-05-26,4B,DELLCOTT 2,ASHWELL 1,1,18,2,21
2025-06-02,4B,DELLCOTT 2,WELWYN 5,3,23,0,16
2025-06-16,4B,DELLCOTT 2,LISTER 1,0,6,3,33
2025-06-30,4B,DELLCOTT 2,DIGSWELL 3,2,21,1,18
2025-07-07,4B,DELLCOTT 2,KIMPTON 3,0,14,3,25
2025-04-28,6A,DELLCOTT 3,TEWIN 1,3,28,0,11
2025-05-12,6A,DELLCOTT 3,ELLISWICK 4,3,28,0,11
2025-05-19,6A,DELLCOTT 3,WATTON 4,1,22,2,17
2025-06-09,6A,DELLCOTT 3,WHEATHAMPSTEAD 4,2,27,1,12
2025-06-23,6A,DELLCOTT 3,LEGENDS 3,2,21,1,18
2025-07-14,6A,DELLCOTT 3,ST PAULS,2,23,1,16
2025-07-21,6A,DELLCOTT 3,KNEBWORTH 4,1,22,2,17
2025-04-28,7B,DELLCOTT 4,WELWYN 7,2,18,1,21
2025-05-12,7B,DELLCOTT 4,ORCHARD 6,3,30,0,9
2025-05-19,7B,DELLCOTT 4,DIGSWELL 4,2,24,1,15
2025-06-09,7B,DELLCOTT 4,KIMPTON 7,3,25,0,14
2025-06-23,7B,DELLCOTT 4,WHEATHAMPSTEAD 6,3,29,0,10
2025-07-14,7B,DELLCOTT 4,TEWIN 2,3,27,0,12
2025-07-21,7B,DELLCOTT 4,LETCHWORTH 3,3,29,0,10
2025-04-21,7A,DELLCOTT 5,KIMPTON 6,2,25,1,14
2025-05-05,7A,DELLCOTT 5,WELWYN 8,3,27,0,12
2025-05-26,7A,DELLCOTT 5,ASTON 3,2,23,1,16
2025-06-02,7A,DELLCOTT 5,ORCHARD 5,1,21,2,18
2025-06-16,7A,DELLCOTT 5,KNEBWORTH 5,2,21,1,18
2025-06-30,7A,DELLCOTT 5,WYMONDLEY,1,16,2,23
2025-07-07,7A,DELLCOTT 5,CODICOTE 8,2,23,1,16
2025-05-05,8A,DELLCOTT 6,HITCHIN 6,2,20,1,19
2025-05-19,8A,DELLCOTT 6,WESTON 2,0,15,3,24
2025-06-09,8A,DELLCOTT 6,KNEBWORTH 6,3,27,0,12
2025-06-16,8A,DELLCOTT 6,ODYSSEY 6,2,24,1,15
2025-06-30,8A,DELLCOTT 6,ASTON 4,3,27,0,12
2025-07-14,8A,DELLCOTT 6,ASHWELL 3,3,25,0,14
2025-07-21,8A,DELLCOTT 6,HODDESDON 2,0,16,3,23
2025-05-05,3B,DIGSWELL 1,CODICOTE 3,2,19,1,20
2025-05-19,3B,DIGSWELL 1,KNEBWORTH 2,0,11,3,28
2025-06-09,3B,DIGSWELL 1,ELLISWICK 2,2,20,1,19
2025-06-16,3B,DIGSWELL 1,ODYSSEY 2,3,21,0,18
2025-06-30,3B,DIGSWELL 1,ST MARG 1,3,27,0,12
2025-07-14,3B,DIGSWELL 1,HITCHIN 3,2,22,1,17
2025-07-21,3B,DIGSWELL 1,PIRTON 2,2,20,1,19
2025-04-21,3A,DIGSWELL 2,LEGENDS 1,1,16,2,23
2025-05-05,3A,DIGSWELL 2,DELLCOTT 1,0,9,3,30
2025-05-19,3A,DIGSWELL 2,ASTON 1,2,20,1,19
2025-06-02,3A,DIGSWELL 2,WELWYN 4,2,19,1,20
2025-06-16,3A,DIGSWELL 2,CODICOTE 4,2,21,1,18
2025-06-30,3A,DIGSWELL 2,GOSLING,3,26,0,13
2025-07-14,3A,DIGSWELL 2,ELLISWICK 3,2,23,1,16
2025-04-21,4B,DIGSWELL 3,ASHWELL 1,1,14,2,25
2025-04-28,4B,DIGSWELL 3,WELWYN 5,3,29,0,10
2025-05-12,4B,DIGSWELL 3,DELLCOTT 2,3,31,0,8
2025-05-26,4B,DIGSWELL 3,WHEATHAMPSTEAD 2,2,21,1,18
2025-06-02,4B,DIGSWELL 3,LISTER 1,1,15,2,24
2025-06-23,4B,DIGSWELL 3,KIMPTON 3,2,24,1,15
2025-07-07,4B,DIGSWELL 3,WATTON 1,2,20,1,19
2025-04-28,7B,DIGSWELL 4,WHEATHAMPSTEAD 6,2,24,1,15
2025-05-12,7B,DIGSWELL 4,KIMPTON 7,3,34,0,5
2025-05-26,7B,DIGSWELL 4,LETCHWORTH 3,2,24,1,15
2025-06-09,7B,DIGSWELL 4,WELWYN 7,3,34,0,5
2025-06-23,7B,DIGSWELL 4,ORCHARD 6,1,17,2,22
2025-07-07,7B,DIGSWELL 4,DELLCOTT 4,3,30,0,9
2025-07-21,7B,DIGSWELL 4,TEWIN 2,3,35,0,4
2025-04-28,2,ELLISWICK 1,HITCHIN 2,3,22,0,17
2025-05-12,2,ELLISWICK 1,CODICOTE 2,1,17,2,22
2025-05-19,2,ELLISWICK 1,WELWYN 3,1,19,2,20
2025-06-02,2,ELLISWICK 1,WHEATHAMPSTEAD 1,2,24,1,15
2025-06-09,2,ELLISWICK 1,KIMPTON 2,3,27,0,12
2025-06-23,2,ELLISWICK 1,ODYSSEY 1,1,19,2,20
2025-07-14,2,ELLISWICK 1,PIRTON 1,3,23,0,16
2025-04-21,3B,ELLISWICK 2,DIGSWELL 1,3,31,0,8
2025-04-28,3B,ELLISWICK 2,KNEBWORTH 2,2,24,1,15
2025-05-12,3B,ELLISWICK 2,HITCHIN 3,3,24,0,15
2025-05-26,3B,ELLISWICK 2,ST MARG 1,0,13,3,26
2025-06-02,3B,ELLISWICK 2,CODICOTE 3,3,26,0,13
2025-06-23,3B,ELLISWICK 2,PIRTON 2,2,25,1,14
2025-07-07,3B,ELLISWICK 2,ODYSSEY 2,2,22,1,17
2025-04-21,3A,ELLISWICK 3,CODICOTE 4,2,25,1,14
2025-05-05,3A,ELLISWICK 3,GOSLING,2,21,1,18
2025-05-26,3A,ELLISWICK 3,DIGSWELL 2,3,29,0,10
2025-06-16,3A,ELLISWICK 3,DELLCOTT 1,1,21,2,18
2025-06-30,3A,ELLISWICK 3,LEGENDS 1,1,18,2,21
2025-07-07,3A,ELLISWICK 3,WELWYN 4,1,16,2,23
2025-07-21,3A,ELLISWICK 3,ASTON 1,1,17,2,22
2025-05-05,6A,ELLISWICK 4,WATTON 4,3,22,0,17
2025-05-19,6A,ELLISWICK 4,WHEATHAMPSTEAD 4,1,16,2,23
2025-06-09,6A,ELLISWICK 4,ST PAULS,3,31,0,2
2025-06-16,6A,ELLISWICK 4,KNEBWORTH 4,1,19,2,20
2025-06-30,6A,ELLISWICK 4,DELLCOTT 3,2,19,1,20
2025-07-14,6A,ELLISWICK 4,LEGENDS 3,1,19,2,20
2025-07-21,6A,ELLISWICK 4,TEWIN 1,0,14,3,25
2025-04-28,3A,GOSLING,WELWYN 4,3,23,0,16
2025-05-12,3A,GOSLING,DIGSWELL 2,3,26,0,13
2025-05-19,3A,GOSLING,DELLCOTT 1,1,18,2,21
2025-06-02,3A,GOSLING,CODICOTE 4,3,25,0,14
2025-06-09,3A,GOSLING,ASTON 1,1,18,2,21
2025-06-23,3A,GOSLING,ELLISWICK 3,3,31,0,8
2025-07-14,3A,GOSLING,LEGENDS 1,1,20,2,19
2025-04-28,1,HITCHIN 1,KNEBWORTH 1,2,21,1,18
2025-05-12,1,HITCHIN 1,KIMPTON 1,3,29,0,10
2025-05-19,1,HITCHIN 1,WELWYN 2,2,22,1,17
2025-06-09,1,HITCHIN 1,LETCHWORTH 1,3,24,0,15
2025-06-23,1,HITCHIN 1,CODICOTE 1,1,17,2,22
2025-07-14,1,HITCHIN 1,ORCHARD 1,1,16,2,23
2025-07-21,1,HITCHIN 1,WELWYN 1,0,7,3,32
2025-05-05,2,HITCHIN 2,PIRTON 1,1,14,2,25
2025-05-19,2,HITCHIN 2,ODYSSEY 1,2,20,1,19
2025-06-09,2,HITCHIN 2,WELWYN 3,1,17,2,22
2025-06-16,2,HITCHIN 2,ELLISWICK 1,2,19,1,20
2025-06-30,2,HITCHIN 2,WHEATHAMPSTEAD 1,2,21,1,18
2025-07-14,2,HITCHIN 2,KIMPTON 2,3,27,0,12
2025-07-21,2,HITCHIN 2,CODICOTE 2,1,17,2,22
2025-04-21,3B,HITCHIN 3,ODYSSEY 2,0,13,3,26
2025-05-05,3B,HITCHIN 3,ST MARG 1,2,24,1,15
2025-05-26,3B,HITCHIN 3,DIGSWELL 1,1,17,2,22
2025-06-02,3B,HITCHIN 3,KNEBWORTH 2,2,21,1,18
2025-06-16,3B,HITCHIN 3,CODICOTE 3,1,17,2,22
2025-06-30,3B,HITCHIN 3,ELLISWICK 2,0,9,3,30
2025-07-07,3B,HITCHIN 3,PIRTON 2,2,25,1,14
2025-04-21,5A,HITCHIN 4,ORCHARD 3,0,15,3,24
2025-05-05,5A,HITCHIN 4,ASTON 2,3,25,0,14
2025-05-19,5A,HITCHIN 4,CODICOTE 6,3,26,0,13
2025-06-02,5A,HITCHIN 4,PIRTON 3,3,33,0,6
2025-06-16,5A,HITCHIN 4,ST MARG 2,3,23,0,16
2025-06-30,5A,HITCHIN 4,ODYSSEY 5,2,20,1,19
2025-07-14,5A,HITCHIN 4,ODYSSEY 3,0,17,3,22
2025-04-21,5B,HITCHIN 5,WESTON 1,0,12,3,27
2025-04-28,5B,HITCHIN 5,ODYSSEY 4,1,13,2,26
2025-05-12,5B,HITCHIN 5,WELWYN 6,2,21,1,18
2025-05-26,5B,HITCHIN 5,CODICOTE 5,1,18,2,21
2025-06-02,5B,HITCHIN 5,KIMPTON 4,2,24,1,15
2025-06-23,5B,HITCHIN 5,ORCHARD 4,1,14,2,25
2025-07-07,5B,HITCHIN 5,WATTON 3,0,15,3,24
2025-04-28,8A,HITCHIN 6,ASHWELL 3,1,21,2,18
2025-05-12,8A,HITCHIN 6,WESTON 2,1,16,2,23
2025-05-26,8A,HITCHIN 6,ODYSSEY 6,2,22,1,17
2025-06-09,8A,HITCHIN 6,HODDESDON 2,1,15,2,24
2025-06-23,8A,HITCHIN 6,DELLCOTT 6,0,16,3,23
2025-07-07,8A,HITCHIN 6,ASTON 4,2,21,1,18
2025-07-21,8A,HITCHIN 6,KNEBWORTH 6,2,20,0,0
2025-04-28,4A,HODDESDON 1,WHEATHAMPSTEAD 3,1,15,2,24
2025-05-12,4A,HODDESDON 1,WATTON 2,1,15,2,24
2025-05-26,4A,HODDESDON 1,ORCHARD 2,2,22,1,17
2025-06-09,4A,HODDESDON 1,LETCHWORTH 2,3,25,0,14
2025-06-23,4A,HODDESDON 1,KNEBWORTH 3,1,16,2,23
2025-07-07,4A,HODDESDON 1,DATCHWORTH,3,33,0,6
2025-07-21,4A,HODDESDON 1,LEGENDS 2,2,23,1,16
2025-04-21,8A,HODDESDON 2,HITCHIN 6,3,33,0,6
2025-05-05,8A,HODDESDON 2,KNEBWORTH 6,3,30,0,9
2025-05-19,8A,HODDESDON 2,ASHWELL 3,3,36,0,3
2025-06-02,8A,HODDESDON 2,DELLCOTT 6,2,26,1,13
2025-06-16,8A,HODDESDON 2,ASTON 4,3,35,0,4
2025-06-30,8A,HODDESDON 2,ODYSSEY 6,3,32,0,7
2025-07-14,8A,HODDESDON 2,WESTON 2,3,37,0,2
2025-05-05,1,KIMPTON 1,WELWYN 2,0,11,3,28
2025-05-19,1,KIMPTON 1,LETCHWORTH 1,0,18,3,21
2025-06-09,1,KIMPTON 1,ORCHARD 1,0,11,3,28
2025-06-16,1,KIMPTON 1,WELWYN 1,0,11,3,28
2025-06-30,1,KIMPTON 1,HITCHIN 1,2,19,1,20
2025-07-14,1,KIMPTON 1,CODICOTE 1,1,12,2,27
2025-07-21,1,KIMPTON 1,KNEBWORTH 1,0,14,3,25
2025-04-21,2,KIMPTON 2,ELLISWICK 1,1,20,2,19
2025-05-05,2,KIMPTON 2,WHEATHAMPSTEAD 1,1,16,2,23
2025-05-26,2,KIMPTON 2,HITCHIN 2,2,23,1,16
2025-06-02,2,KIMPTON 2,ODYSSEY 1,1,16,2,23
2025-06-16,2,KIMPTON 2,PIRTON 1,1,16,2,23
2025-06-30,2,KIMPTON 2,WELWYN 3,0,13,3,26
2025-07-07,2,KIMPTON 2,CODICOTE 2,2,21,1,18
2025-04-21,4B,KIMPTON 3,LISTER 1,3,26,0,13
2025-05-05,4B,KIMPTON 3,DIGSWELL 3,2,23,1,16
2025-05-19,4B,KIMPTON 3,DELLCOTT 2,1,19,2,20
2025-06-02,4B,KIMPTON 3,ASHWELL 1,3,30,0,9
2025-06-16,4B,KIMPTON 3,WHEATHAMPSTEAD 2,0,17,3,22
2025-06-30,4B,KIMPTON 3,WATTON 1,1,18,2,21
2025-07-14,4B,KIMPTON 3,WELWYN 5,1,13,2,26
2025-04-28,5B,KIMPTON 4,WELWYN 6,0,16,3,23
2025-05-12,5B,KIMPTON 4,ODYSSEY 4,0,15,3,24
2025-05-26,5B,KIMPTON 4,WATTON 3,0,14,3,25
2025-06-09,5B,KIMPTON 4,ORCHARD 4,3,22,0,17
2025-06-23,5B,KIMPTON 4,WESTON 1,2,16,1,23
2025-07-07,5B,KIMPTON 4,CODICOTE 5,1,21,2,18
2025-07-21,5B,KIMPTON 4,HITCHIN 5,3,28,0,11
2025-04-21,6B,KIMPTON 5,LEGENDS 4,1,18,2,21
2025-04-28,6B,KIMPTON 5,WATTON 5,2,23,1,16
2025-05-12,6B,KIMPTON 5,ST MARG 3,1,17,2,22
2025-05-26,6B,KIMPTON 5,ASHWELL 2,1,16,2,23
2025-06-02,6B,KIMPTON 5,CODICOTE 7,3,29,0,10
2025-06-23,6B,KIMPTON 5,LISTER 2,1,16,2,23
2025-07-07,6B,KIMPTON 5,WHEATHAMPSTEAD 5,2,21,1,18
2025-04-28,7A,KIMPTON 6,ASTON 3,1,16,2,23
2025-05-12,7A,KIMPTON 6,CODICOTE 8,3,25,0,14
2025-05-19,7A,KIMPTON 6,WYMONDLEY,0,10,3,29
2025-06-02,7A,KIMPTON 6,WELWYN 8,2,24,1,15
2025-06-09,7A,KIMPTON 6,DELLCOTT 5,0,10,3,29
2025-06-23,7A,KIMPTON 6,ORCHARD 5,2,19,1,20
2025-07-14,7A,KIMPTON 6,KNEBWORTH 5,1,20,2,19
2025-04-21,7B,KIMPTON 7,DELLCOTT 4,1,13,2,26
2025-05-05,7B,KIMPTON 7,LETCHWORTH 3,3,28,0,11
2025-05-26,7B,KIMPTON 7,WELWYN 7,1,19,2,20
2025-06-16,7B,KIMPTON 7,TEWIN 2,1,14,2,25
2025-06-30,7B,KIMPTON 7,DIGSWELL 4,0,9,3,30
2025-07-07,7B,KIMPTON 7,ORCHARD 6,1,22,2,17
2025-07-21,7B,KIMPTON 7,WHEATHAMPSTEAD 6,2,20,1,19
2025-04-21,1,KNEBWORTH 1,WELWYN 2,2,26,1,13
2025-05-05,1,KNEBWORTH 1,ORCHARD 1,1,17,2,22
2025-05-19,1,KNEBWORTH 1,CODICOTE 1,1,20,2,19
2025-06-02,1,KNEBWORTH 1,KIMPTON 1,3,29,0,10
2025-06-16,1,KNEBWORTH 1,HITCHIN 1,3,27,0,12
2025-06-30,1,KNEBWORTH 1,WELWYN 1,1,16,2,23
2025-07-14,1,KNEBWORTH 1,LETCHWORTH 1,2,19,1,20
2025-04-21,3B,KNEBWORTH 2,ST MARG 1,3,23,0,16
2025-05-05,3B,KNEBWORTH 2,ODYSSEY 2,1,20,2,19
2025-05-26,3B,KNEBWORTH 2,PIRTON 2,2,21,1,18
2025-06-16,3B,KNEBWORTH 2,ELLISWICK 2,0,14,3,25
2025-06-30,3B,KNEBWORTH 2,CODICOTE 3,1,18,2,21
2025-07-07,3B,KNEBWORTH 2,DIGSWELL 1,2,21,1,18
2025-07-21,3B,KNEBWORTH 2,HITCHIN 3,1,17,2,22
2025-05-05,4A,KNEBWORTH 3,HODDESDON 1,0,14,3,25
2025-05-19,4A,KNEBWORTH 3,WATTON 2,2,24,1,15
2025-06-09,4A,KNEBWORTH 3,LEGENDS 2,1,18,2,21
2025-06-16,4A,KNEBWORTH 3,ORCHARD 2,3,26,0,13
2025-06-30,4A,KNEBWORTH 3,DATCHWORTH,3,27,0,12
2025-07-14,4A,KNEBWORTH 3,WHEATHAMPSTEAD 3,2,20,0,0
2025-07-21,4A,KNEBWORTH 3,LETCHWORTH 2,1,17,2,22
2025-04-28,6A,KNEBWORTH 4,ELLISWICK 4,2,23,1,16
2025-05-12,6A,KNEBWORTH 4,TEWIN 1,0,17,3,22
2025-05-19,6A,KNEBWORTH 4,ST PAULS,3,31,0,8
2025-06-02,6A,KNEBWORTH 4,DELLCOTT 3,1,14,2,25
2025-06-09,6A,KNEBWORTH 4,LEGENDS 3,1,13,2,26
2025-06-23,6A,KNEBWORTH 4,WHEATHAMPSTEAD 4,2,20,1,19
2025-07-14,6A,KNEBWORTH 4,WATTON 4,0,13,3,26
2025-04-28,7A,KNEBWORTH 5,DELLCOTT 5,2,26,1,13
2025-05-12,7A,KNEBWORTH 5,ORCHARD 5,2,20,1,19
2025-05-26,7A,KNEBWORTH 5,KIMPTON 6,3,28,0,11
2025-06-09,7A,KNEBWORTH 5,CODICOTE 8,2,26,1,13
2025-06-23,7A,KNEBWORTH 5,ASTON 3,3,28,0,11
2025-07-07,7A,KNEBWORTH 5,WELWYN 8,2,22,1,17
2025-07-21,7A,KNEBWORTH 5,WYMONDLEY,2,23,1,16
2025-04-21,8A,KNEBWORTH 6,DELLCOTT 6,1,10,2,29
2025-04-28,8A,KNEBWORTH 6,WESTON 2,3,31,0,8
2025-05-12,8A,KNEBWORTH 6,ASHWELL 3,1,17,2,22
2025-05-26,8A,KNEBWORTH 6,ASTON 4,1,16,2,23
2025-06-02,8A,KNEBWORTH 6,HITCHIN 6,0,13,3,26
2025-06-23,8A,KNEBWORTH 6,HODDESDON 2,0,6,3,33
2025-07-07,8A,KNEBWORTH 6,ODYSSEY 6,2,21,1,18
2025-04-28,3A,LEGENDS 1,ASTON 1,2,19,1,20
2025-05-12,3A,LEGENDS 1,ELLISWICK 3,3,26,0,13
2025-05-26,3A,LEGENDS 1,GOSLING,0,11,3,28
2025-06-09,3A,LEGENDS 1,DIGSWELL 2,1,16,2,23
2025-06-23,3A,LEGENDS 1,WELWYN 4,1,19,2,20
2025-07-07,3A,LEGENDS 1,CODICOTE 4,3,29,0,10
2025-07-21,3A,LEGENDS 1,DELLCOTT 1,1,14,2,25
2025-04-21,4A,LEGENDS 2,KNEBWORTH 3,2,23,1,16
2025-04-28,4A,LEGENDS 2,WATTON 2,1,20,2,19
2025-05-12,4A,LEGENDS 2,WHEATHAMPSTEAD 3,0,16,3,23
2025-05-26,4A,LEGENDS 2,DATCHWORTH,3,30,0,9
2025-06-02,4A,LEGENDS 2,HODDESDON 1,0,15,3,24
2025-06-23,4A,LEGENDS 2,LETCHWORTH 2,2,22,1,17
2025-07-07,4A,LEGENDS 2,ORCHARD 2,0,13,3,26
2025-04-21,6A,LEGENDS 3,KNEBWORTH 4,3,27,0,12
2025-05-05,6A,LEGENDS 3,DELLCOTT 3,0,11,3,28
2025-05-26,6A,LEGENDS 3,ELLISWICK 4,1,15,2,24
2025-06-02,6A,LEGENDS 3,WHEATHAMPSTEAD 4,2,20,1,19
