fixture_date,division,home_team,away_team,home_sets,home_games,away_sets,away_games
2021-06-14,5B,WESTON 3,GOSLING,2,18,1,21
2021-06-14,5B,WATTON 4,TEWIN 1,0,15,3,24
2021-06-14,6A,PIRTON 3,LEGENDS 3,2,23,1,16
2021-06-14,6A,ORCHARD 5,WELWYN 5,0,16,3,23
2021-06-14,6A,WELWYN 7,HITCHIN 4,3,30,0,9
2021-06-14,6B,KIMPTON 6,DIGSWELL 4,0,14,3,25
2021-06-14,6B,ST PAULS 2,ASTON 2,0,10,3,29
2021-06-14,6B,WELWYN 6,ORCHARD 4,2,19,1,20
2021-06-14,6B,TEWIN 2,KNEBWORTH 5,3,35,0,4
2021-06-14,7A,ASHWELL 2,ASTON 3,2,24,1,15
2021-06-14,7A,CODICOTE 6,DELLCOTT 2,3,23,0,16
2021-06-14,7A,WHEATHAMPSTEAD 5,KNEBWORTH 7,3,25,0,14
2021-06-14,7B,KNEBWORTH 6,ASHWELL,,,,
2021-06-14,7B,WATTON 5,WYMONDLEY 2,1,11,2,28
2021-06-14,7B,LETCHWORTH 2,ORCHARD 6,3,33,0,6
2021-06-14,8A,ASTON 4,CODICOTE 7,2,20,1,19
2021-06-14,8A,ODYSSEY 4,TEWIN 3,2,22,1,17
2021-06-14,8A,ASHWELL 4,WELWYN 8,0,9,3,30
2021-06-21,1,CODICOTE 1,WESTON 1,0,13,3,26
2021-06-21,1,HITCHIN 1,WELWYN 1,3,33,0,6
2021-06-21,1,WHEATHAMPSTEAD 1,ELLISWICK 1,2,26,1,13
2021-06-21,1,PIRTON 1,ORCHARD 1,1,15,2,24
2021-06-21,2,HBSTC 1,WELWYN 2,3,30,0,9
2021-06-21,2,KNEBWORTH 1,CODICOTE 2,2,22,1,17
2021-06-21,2,LETCHWORTH 1,ST MARG 1,2,24,1,15
2021-06-21,2,ELLISWICK 2,KIMPTON 1,3,27,0,12
2021-06-21,3A,KIMPTON 3,CODICOTE 3,2,20,1,19
2021-06-21,3A,WELWYN 3,HITCHIN 2,3,27,0,12
2021-06-21,3A,WATTON 2,WHEATHAMPSTEAD 3,,,,
2021-06-21,3A,ORCHARD 2,DIGSWELL 2,2,24,1,15
2021-06-21,3B,ST PAULS 1,WATTON 1,3,26,0,13
2021-06-21,3B,DIGSWELL 1,LEGENDS 1,2,21,1,18
2021-06-21,3B,KIMPTON 2,WHEATHAMPSTEAD 2,3,26,0,13
2021-06-21,3B,CODICOTE 4,DELLCOTT 1,,,,
2021-06-21,4A,CODICOTE 5,ELLISWICK 3,,,,
2021-06-21,4A,WYMONDLEY 1,HBSTC 3,,,,
2021-06-21,4A,ODYSSEY 1,WESTON 2,3,30,0,9
2021-06-21,4A,ST MARG 2,ASTON 1,2,25,1,14
2021-06-21,4B,PIRTON 2,LEGENDS 2,0,14,3,25
2021-06-21,4B,KIMPTON 4,KNEBWORTH 2,0,14,3,25
2021-06-21,4B,ASHWELL 1,WATTON 3,3,28,0,11
2021-06-21,4B,HBSTC 2,ODYSSEY 2,0,16,3,23
2021-06-21,5A,ODYSSEY 3,HITCHIN 3,1,21,2,18
2021-06-21,5A,DATCHWORTH 2,KNEBWORTH 3,3,27,0,12
2021-06-21,5A,ORCHARD 3,WELWYN 4,2,19,1,20
2021-06-21,5A,WHEATHAMPSTEAD 4,ST MARG 3,,,,
2021-06-21,5B,TEWIN 1,DIGSWELL 3,1,18,2,21
2021-06-21,5B,DATCHWORTH 1,KIMPTON 5,,,,
2021-06-21,5B,ST MARG 4,GOSLING,,,,
2021-06-21,5B,WESTON 3,WATTON 4,,,,
2021-06-21,6A,HITCHIN 4,PIRTON 3,3,29,0,10
2021-06-21,6A,LEGENDS 3,ORCHARD 5,2,20,1,19
2021-06-21,6A,WELWYN 5,KNEBWORTH 4,1,15,2,24
2021-06-21,6B,KNEBWORTH 5,KIMPTON 6,,,,
2021-06-21,6B,DIGSWELL 4,ST PAULS 2,3,36,0,3
2021-06-21,6B,ASTON 2,ORCHARD 4,2,26,1,13
2021-06-21,6B,WELWYN 6,TEWIN 2,1,19,2,20
2021-06-21,7A,KNEBWORTH 7,ASHWELL 2,2,22,1,17
2021-06-21,7A,ASTON 3,CODICOTE 6,1,17,2,22
2021-06-21,7A,WYMONDLEY 3,WHEATHAMPSTEAD 5,1,15,2,24
2021-06-21,7B,ORCHARD 6,KNEBWORTH 6,,,,
2021-06-21,7B,DIGSWELL 5,WYMONDLEY 2,0,12,3,27
2021-06-21,7B,WATTON 5,LETCHWORTH 2,3,24,0,15
2021-06-21,8A,WELWYN 8,ASTON 4,,,,
2021-06-21,8A,CODICOTE 7,ODYSSEY 4,,,,
2021-06-21,8A,WHEATHAMPSTEAD 6,ASHWELL 4,2,23,1,16
2021-06-28,1,WESTON 1,PIRTON 1,0,5,3,34
2021-06-28,1,WELWYN 1,CODICOTE 1,3,25,0,14
2021-06-28,1,ELLISWICK 1,HITCHIN 1,3,24,0,15
2021-06-28,1,ORCHARD 1,WHEATHAMPSTEAD 1,,,,
2021-06-28,2,WELWYN 2,ELLISWICK 2,2,21,1,18
2021-06-28,2,CODICOTE 2,HBSTC 1,,,,
2021-06-28,2,ST MARG 1,KNEBWORTH 1,1,15,2,24
2021-06-28,2,KIMPTON 1,LETCHWORTH 1,,,,
2021-06-28,3A,CODICOTE 3,ORCHARD 2,0,12,3,27
2021-06-28,3A,HITCHIN 2,KIMPTON 3,2,25,1,14
2021-06-28,3A,WHEATHAMPSTEAD 3,WELWYN 3,2,21,1,18
2021-06-28,3A,DIGSWELL 2,WATTON 2,3,32,0,7
2021-06-28,3B,WATTON 1,CODICOTE 4,1,21,2,18
2021-06-28,3B,LEGENDS 1,ST PAULS 1,2,23,1,16
2021-06-28,3B,WHEATHAMPSTEAD 2,DIGSWELL 1,3,24,0,15
2021-06-28,3B,DELLCOTT 1,KIMPTON 2,0,17,3,22
2021-06-28,4A,ELLISWICK 3,ST MARG 2,,,,
2021-06-28,4A,HBSTC 3,CODICOTE 5,1,17,2,22
2021-06-28,4A,WESTON 2,WYMONDLEY 1,0,0,2,20
2021-06-28,4A,ASTON 1,ODYSSEY 1,2,21,1,18
2021-06-28,4B,LEGENDS 2,HBSTC 2,3,29,0,10
2021-06-28,4B,KNEBWORTH 2,PIRTON 2,3,27,0,12
2021-06-28,4B,WATTON 3,KIMPTON 4,,,,
2021-06-28,4B,ODYSSEY 2,ASHWELL 1,2,21,1,17
2021-06-28,5A,HITCHIN 3,WHEATHAMPSTEAD 4,2,19,1,20
2021-06-28,5A,KNEBWORTH 3,ODYSSEY 3,3,25,0,14
2021-06-28,5A,WELWYN 4,DATCHWORTH 2,2,21,1,18
2021-06-28,5A,ST MARG 3,ORCHARD 3,1,19,2,20
2021-06-28,5B,DIGSWELL 3,WESTON 3,3,26,0,13
2021-06-28,5B,KIMPTON 5,TEWIN 1,1,17,2,22
2021-06-28,5B,GOSLING,DATCHWORTH 1,3,32,0,7
2021-06-28,5B,WATTON 4,ST MARG 4,1,19,2,20
2021-06-28,6A,ORCHARD 5,HITCHIN 4,3,27,0,12
2021-06-28,6A,KNEBWORTH 4,LEGENDS 3,1,19,2,20
2021-06-28,6A,WELWYN 7,WELWYN 5,1,13,2,26
2021-06-28,6B,KIMPTON 6,WELWYN 6,0,13,3,26
2021-06-28,6B,ST PAULS 2,KNEBWORTH 5,3,25,0,14
2021-06-28,6B,ORCHARD 4,DIGSWELL 4,2,22,1,17
2021-06-28,6B,TEWIN 2,ASTON 2,0,14,3,25
2021-06-28,7A,ASHWELL 2,WYMONDLEY 3,2,23,1,16
2021-06-28,7A,CODICOTE 6,KNEBWORTH 7,3,26,0,13
2021-06-28,7A,WHEATHAMPSTEAD 5,DELLCOTT 2,3,26,0,13
2021-06-28,7B,KNEBWORTH 6,WATTON 5,0,10,3,29
2021-06-28,7B,WYMONDLEY 2,ASHWELL,,,,
2021-06-28,7B,LETCHWORTH 2,DIGSWELL 5,2,21,1,18
2021-06-28,8A,ASTON 4,WHEATHAMPSTEAD 6,1,19,2,20
2021-06-28,8A,ODYSSEY 4,WELWYN 8,3,26,0,13
2021-06-28,8A,ASHWELL 4,TEWIN 3,0,14,3,25
2021-07-05,1,WHEATHAMPSTEAD 1,WESTON 1,0,15,3,24
2021-07-05,1,PIRTON 1,WELWYN 1,1,18,2,21
2021-07-05,1,CODICOTE 1,ELLISWICK 1,3,25,0,14
2021-07-05,1,HITCHIN 1,ORCHARD 1,2,22,1,17
2021-07-05,2,LETCHWORTH 1,WELWYN 2,0,13,3,26
2021-07-05,2,ELLISWICK 2,CODICOTE 2,3,23,0,16
2021-07-05,2,HBSTC 1,ST MARG 1,,,,
2021-07-05,2,KNEBWORTH 1,KIMPTON 1,2,20,1,19
2021-07-05,3A,WATTON 2,CODICOTE 3,1,19,2,20
2021-07-05,3A,ORCHARD 2,HITCHIN 2,3,27,0,12
2021-07-05,3A,KIMPTON 3,WHEATHAMPSTEAD 3,0,13,3,26
2021-07-05,3A,WELWYN 3,DIGSWELL 2,1,19,2,20
2021-07-05,3B,KIMPTON 2,WATTON 1,2,24,1,15
2021-07-05,3B,CODICOTE 4,LEGENDS 1,0,11,3,28
2021-07-05,3B,ST PAULS 1,WHEATHAMPSTEAD 2,0,5,3,34
2021-07-05,3B,DIGSWELL 1,DELLCOTT 1,3,28,0,11
2021-07-05,4A,ODYSSEY 1,ELLISWICK 3,2,22,1,17
2021-07-05,4A,ST MARG 2,HBSTC 3,2,21,1,18
2021-07-05,4A,CODICOTE 5,WESTON 2,1,16,2,23
2021-07-05,4A,WYMONDLEY 1,ASTON 1,1,12,2,27
2021-07-05,4B,ASHWELL 1,LEGENDS 2,1,22,2,17
2021-07-05,4B,HBSTC 2,KNEBWORTH 2,2,20,1,19
2021-07-05,4B,PIRTON 2,WATTON 3,3,26,0,13
2021-07-05,4B,KIMPTON 4,ODYSSEY 2,1,17,2,22
2021-07-05,5A,ORCHARD 3,HITCHIN 3,3,25,0,14
2021-07-05,5A,WHEATHAMPSTEAD 4,KNEBWORTH 3,1,19,2,20
2021-07-05,5A,ODYSSEY 3,WELWYN 4,2,21,1,18
2021-07-05,5A,DATCHWORTH 2,ST MARG 3,2,20,0,0
2021-07-05,5B,ST MARG 4,DIGSWELL 3,2,20,1,19
2021-07-05,5B,WESTON 3,KIMPTON 5,3,34,0,5
2021-07-05,5B,TEWIN 1,GOSLING,0,8,3,31
2021-07-05,5B,DATCHWORTH 1,WATTON 4,2,20,1,19
2021-07-05,6A,WELWYN 5,PIRTON 3,3,27,0,12
2021-07-05,6A,HITCHIN 4,KNEBWORTH 4,0,11,3,28
2021-07-05,6A,LEGENDS 3,WELWYN 7,1,16,2,23
2021-07-05,6B,ASTON 2,KIMPTON 6,2,20,1,19
2021-07-05,6B,WELWYN 6,ST PAULS 2,3,35,0,4
2021-07-05,6B,KNEBWORTH 5,ORCHARD 4,0,13,3,26
2021-07-05,6B,DIGSWELL 4,TEWIN 2,0,13,3,26
2021-07-05,7A,DELLCOTT 2,ASHWELL 2,1,16,2,23
2021-07-05,7A,WYMONDLEY 3,CODICOTE 6,1,13,2,26
2021-07-05,7A,ASTON 3,WHEATHAMPSTEAD 5,2,20,1,19
2021-07-05,7B,DIGSWELL 5,KNEBWORTH 6,2,27,1,12
2021-07-05,7B,ORCHARD 6,WYMONDLEY 2,1,16,2,23
2021-07-05,7B,ASHWELL,LETCHWORTH 2,,,,
2021-07-05,8A,TEWIN 3,ASTON 4,2,21,1,18
2021-07-05,8A,WHEATHAMPSTEAD 6,ODYSSEY 4,3,26,0,13
2021-07-05,8A,CODICOTE 7,ASHWELL 4,0,7,3,32
2021-07-12,1,WESTON 1,WELWYN 1,,,,
2021-07-12,1,ELLISWICK 1,ORCHARD 1,1,14,2,25
2021-07-12,1,WHEATHAMPSTEAD 1,PIRTON 1,3,31,0,8
2021-07-12,1,CODICOTE 1,HITCHIN 1,2,22,1,17
2021-07-12,2,WELWYN 2,CODICOTE 2,2,23,1,16
2021-07-12,2,ST MARG 1,KIMPTON 1,0,28,3,11
2021-07-12,2,LETCHWORTH 1,ELLISWICK 2,3,25,0,14
2021-07-12,2,HBSTC 1,KNEBWORTH 1,3,26,0,13
2021-07-12,3A,CODICOTE 3,HITCHIN 2,2,17,1,22
2021-07-12,3A,WHEATHAMPSTEAD 3,DIGSWELL 2,1,19,2,20
2021-07-12,3A,WATTON 2,ORCHARD 2,0,16,3,23
2021-07-12,3A,KIMPTON 3,WELWYN 3,0,10,3,29
2021-07-12,3B,WATTON 1,LEGENDS 1,2,20,1,19
2021-07-12,3B,WHEATHAMPSTEAD 2,DELLCOTT 1,3,28,0,11
2021-07-12,3B,KIMPTON 2,CODICOTE 4,0,15,3,24
2021-07-12,3B,ST PAULS 1,DIGSWELL 1,0,11,3,28
2021-07-12,4A,ELLISWICK 3,HBSTC 3,3,33,0,6
2021-07-12,4A,WESTON 2,ASTON 1,0,6,3,31
2021-07-12,4A,ODYSSEY 1,ST MARG 2,3,27,0,12
2021-07-12,4A,CODICOTE 5,WYMONDLEY 1,0,15,3,24
2021-07-12,4B,LEGENDS 2,KNEBWORTH 2,1,19,2,20
2021-07-12,4B,WATTON 3,ODYSSEY 2,1,18,2,21
2021-07-12,4B,ASHWELL 1,HBSTC 2,0,0,2,20
2021-07-12,4B,PIRTON 2,KIMPTON 4,,,,
2021-07-12,5A,HITCHIN 3,KNEBWORTH 3,1,21,2,18
2021-07-12,5A,WELWYN 4,ST MARG 3,2,20,1,19
2021-07-12,5A,ORCHARD 3,WHEATHAMPSTEAD 4,0,15,3,24
2021-07-12,5A,ODYSSEY 3,DATCHWORTH 2,3,25,0,14
2021-07-12,5B,DIGSWELL 3,KIMPTON 5,3,35,0,4
2021-07-12,5B,GOSLING,WATTON 4,3,27,0,12
2021-07-12,5B,ST MARG 4,WESTON 3,2,20,0,0
2021-07-12,5B,TEWIN 1,DATCHWORTH 1,1,20,2,19
2021-07-12,6A,PIRTON 3,ORCHARD 5,2,20,1,19
2021-07-12,6A,KNEBWORTH 4,WELWYN 7,3,27,0,12
2021-07-12,6A,HITCHIN 4,LEGENDS 3,2,23,1,16
2021-07-12,6B,KIMPTON 6,ST PAULS 2,3,23,0,16
2021-07-12,6B,ORCHARD 4,TEWIN 2,0,10,3,29
2021-07-12,6B,ASTON 2,WELWYN 6,3,27,0,12
2021-07-12,6B,KNEBWORTH 5,DIGSWELL 4,0,4,3,35
2021-07-12,7A,ASHWELL 2,CODICOTE 6,1,19,2,20
2021-07-12,7A,DELLCOTT 2,WYMONDLEY 3,2,20,1,19
2021-07-12,7A,KNEBWORTH 7,ASTON 3,2,19,1,20
2021-07-12,7B,WYMONDLEY 2,LETCHWORTH 2,1,17,2,22
2021-07-12,7B,DIGSWELL 5,WATTON 5,2,19,1,20
2021-07-12,7B,ORCHARD 6,ASHWELL,,,,
2021-07-12,8A,ASTON 4,ODYSSEY 4,1,18,2,21
2021-07-12,8A,TEWIN 3,WHEATHAMPSTEAD 6,3,28,0,11
2021-07-12,8A,WELWYN 8,CODICOTE 7,3,27,0,12
2021-07-19,1,ORCHARD 1,WESTON 1,2,20,0,0
2021-07-19,1,WELWYN 1,ELLISWICK 1,1,17,2,22
2021-07-19,1,HITCHIN 1,WHEATHAMPSTEAD 1,3,27,0,12
2021-07-19,1,PIRTON 1,CODICOTE 1,2,28,1,11
2021-07-19,2,KIMPTON 1,WELWYN 2,2,25,1,14
2021-07-19,2,CODICOTE 2,ST MARG 1,3,23,0,16
2021-07-19,2,KNEBWORTH 1,LETCHWORTH 1,2,22,1,17
2021-07-19,2,ELLISWICK 2,HBSTC 1,1,14,2,25
2021-07-19,3A,DIGSWELL 2,CODICOTE 3,3,28,0,11
2021-07-19,3A,HITCHIN 2,WHEATHAMPSTEAD 3,3,28,0,11
2021-07-19,3A,WELWYN 3,WATTON 2,3,26,0,13
2021-07-19,3A,ORCHARD 2,KIMPTON 3,1,21,2,18
2021-07-19,3B,DELLCOTT 1,WATTON 1,1,19,2,20
2021-07-19,3B,LEGENDS 1,WHEATHAMPSTEAD 2,0,14,3,25
2021-07-19,3B,DIGSWELL 1,KIMPTON 2,2,19,1,20
2021-07-19,3B,CODICOTE 4,ST PAULS 1,1,21,2,18
2021-07-19,4A,ASTON 1,ELLISWICK 3,2,18,1,21
2021-07-19,4A,HBSTC 3,WESTON 2,2,19,1,20
2021-07-19,4A,WYMONDLEY 1,ODYSSEY 1,2,20,1,19
2021-07-19,4A,ST MARG 2,CODICOTE 5,,,,
2021-07-19,4B,ODYSSEY 2,LEGENDS 2,1,19,2,20
2021-07-19,4B,KNEBWORTH 2,WATTON 3,3,35,0,4
2021-07-19,4B,KIMPTON 4,ASHWELL 1,1,19,2,20
2021-07-19,4B,HBSTC 2,PIRTON 2,2,21,1,18
2021-07-19,5A,ST MARG 3,HITCHIN 3,1,18,2,21
2021-07-19,5A,KNEBWORTH 3,WELWYN 4,2,19,1,20
2021-07-19,5A,DATCHWORTH 2,ORCHARD 3,1,14,2,25
2021-07-19,5A,WHEATHAMPSTEAD 4,ODYSSEY 3,3,27,0,12
2021-07-19,5B,WATTON 4,DIGSWELL 3,1,12,2,27
2021-07-19,5B,KIMPTON 5,GOSLING,0,4,3,35
2021-07-19,5B,DATCHWORTH 1,ST MARG 4,2,20,0,0
2021-07-19,5B,WESTON 3,TEWIN 1,2,25,1,14
2021-07-19,6A,WELWYN 7,PIRTON 3,3,27,0,12
2021-07-19,6A,ORCHARD 5,KNEBWORTH 4,0,9,3,30
2021-07-19,6A,LEGENDS 3,WELWYN 5,0,13,3,26
2021-07-19,6B,TEWIN 2,KIMPTON 6,3,34,0,5
2021-07-19,6B,ST PAULS 2,ORCHARD 4,1,18,2,21
2021-07-19,6B,DIGSWELL 4,ASTON 2,2,22,1,17
2021-07-19,6B,WELWYN 6,KNEBWORTH 5,3,33,0,6
2021-07-19,7A,WHEATHAMPSTEAD 5,ASHWELL 2,2,21,1,18
2021-07-19,7A,ASTON 3,DELLCOTT 2,1,19,2,20
2021-07-19,7A,WYMONDLEY 3,KNEBWORTH 7,1,21,2,18
2021-07-19,7B,LETCHWORTH 2,KNEBWORTH 6,3,30,0,9
2021-07-19,7B,ASHWELL,DIGSWELL 5,,,,
2021-07-19,7B,WATTON 5,ORCHARD 6,0,10,3,29
2021-07-19,8A,ASHWELL 4,ASTON 4,1,17,2,22
2021-07-19,8A,CODICOTE 7,TEWIN 3,1,18,2,21
2021-07-19,8A,WHEATHAMPSTEAD 6,WELWYN 8,1,17,2,22
2021-07-26,1,WESTON 1,ELLISWICK 1,0,0,2,20
2021-07-26,1,WELWYN 1,ORCHARD 1,1,15,2,24
2021-07-26,1,WHEATHAMPSTEAD 1,CODICOTE 1,2,23,1,16
2021-07-26,1,PIRTON 1,HITCHIN 1,1,15,2,24
2021-07-26,2,WELWYN 2,ST MARG 1,3,27,0,12
2021-07-26,2,CODICOTE 2,KIMPTON 1,0,13,3,26
2021-07-26,2,LETCHWORTH 1,HBSTC 1,3,29,0,10
2021-07-26,2,ELLISWICK 2,KNEBWORTH 1,3,25,0,14
2021-07-26,3A,CODICOTE 3,WHEATHAMPSTEAD 3,2,24,1,15
2021-07-26,3A,HITCHIN 2,DIGSWELL 2,1,19,2,20
2021-07-26,3A,WATTON 2,KIMPTON 3,1,20,2,19
2021-07-26,3A,ORCHARD 2,WELWYN 3,2,23,1,16
2021-07-26,3B,WATTON 1,WHEATHAMPSTEAD 2,1,18,2,21
2021-07-26,3B,LEGENDS 1,DELLCOTT 1,,,,
2021-07-26,3B,KIMPTON 2,ST PAULS 1,3,26,0,13
2021-07-26,3B,CODICOTE 4,DIGSWELL 1,,,,
2021-07-26,4A,ELLISWICK 3,WESTON 2,,,,
2021-07-26,4A,HBSTC 3,ASTON 1,0,12,3,27
2021-07-26,4A,ODYSSEY 1,CODICOTE 5,2,17,1,22
2021-07-26,4A,ST MARG 2,WYMONDLEY 1,,,,
2021-07-26,4B,LEGENDS 2,WATTON 3,3,31,0,8
2021-07-26,4B,KNEBWORTH 2,ODYSSEY 2,3,25,0,14
2021-07-26,4B,ASHWELL 1,PIRTON 2,,,,
2021-07-26,4B,HBSTC 2,KIMPTON 4,,,,
2021-07-26,5A,HITCHIN 3,WELWYN 4,3,27,0,12
2021-07-26,5A,KNEBWORTH 3,ST MARG 3,,,,
2021-07-26,5A,ORCHARD 3,ODYSSEY 3,3,29,0,10
2021-07-26,5A,WHEATHAMPSTEAD 4,DATCHWORTH 2,1,20,2,19
2021-07-26,5B,DIGSWELL 3,GOSLING,1,14,2,25
2021-07-26,5B,KIMPTON 5,WATTON 4,1,17,2,22
2021-07-26,5B,ST MARG 4,TEWIN 1,1,19,2,20
2021-07-26,5B,WESTON 3,DATCHWORTH 1,,,,
2021-07-26,6A,PIRTON 3,KNEBWORTH 4,2,19,1,20
2021-07-26,6A,ORCHARD 5,WELWYN 7,0,9,3,30
2021-07-26,6A,WELWYN 5,HITCHIN 4,1,22,2,17
2021-07-26,6B,KIMPTON 6,ORCHARD 4,0,14,3,25
2021-07-26,6B,ST PAULS 2,TEWIN 2,0,9,3,30
2021-07-26,6B,ASTON 2,KNEBWORTH 5,3,36,0,3
2021-07-26,6B,WELWYN 6,DIGSWELL 4,1,18,2,21
2021-07-26,7A,CODICOTE 6,WHEATHAMPSTEAD 5,1,16,2,23
2021-07-26,7A,DELLCOTT 2,KNEBWORTH 7,2,21,1,18
2021-07-26,7A,WYMONDLEY 3,ASTON 3,0,14,3,25
2021-07-26,7B,KNEBWORTH 6,WYMONDLEY 2,0,12,3,27
2021-07-26,7B,DIGSWELL 5,ORCHARD 6,3,27,0,12
2021-07-26,7B,WATTON 5,ASHWELL,,,,
2021-07-26,8A,ODYSSEY 4,ASHWELL 4,3,26,0,13
2021-07-26,8A,TEWIN 3,WELWYN 8,1,13,2,26
2021-07-26,8A,WHEATHAMPSTEAD 6,CODICOTE 7,1,18,2,21
