fixture_date,division,home_team,away_team,home_sets,home_games,away_sets,away_games
2026-05-04,5B,WHEATHAMPSTEAD 5,WELWYN 5,2,21,1,18
2026-05-25,5B,WHEATHAMPSTEAD 5,LETCHWORTH 2,0,12,3,27
2026-06-15,5B,WHEATHAMPSTEAD 5,WATTON 3,2,21,1,18
2026-07-06,5B,WHEATHAMPSTEAD 5,ASHWELL 2,3,23,0,16
2026-04-20,7A,WHEATHAMPSTEAD 6,ST PAULS,1,14,2,25
2026-05-04,7A,WHEATHAMPSTEAD 6,KNEBWORTH 5,1,17,2,22
2026-05-25,7A,WHEATHAMPSTEAD 6,KIMPTON 6,0,17,3,22
2026-06-01,7A,WHEATHAMPSTEAD 6,ODYSSEY 6,2,23,1,16
2026-06-15,7A,WHEATHAMPSTEAD 6,WATTON 5,1,18,2,21
2026-06-29,7A,WHEATHAMPSTEAD 6,WESTON 2,0,12,3,27
2026-07-06,7A,WHEATHAMPSTEAD 6,DELLCOTT 5,1,16,2,23
2026-04-27,6A,WYMONDLEY,CODICOTE 6,2,23,1,16
2026-05-11,6A,WYMONDLEY,ELLISWICK 4,2,24,1,15
2026-05-18,6A,WYMONDLEY,DELLCOTT 3,0,14,3,25
2026-06-01,6A,WYMONDLEY,LEGENDS 3,3,24,0,15
2026-06-08,6A,WYMONDLEY,ASTON 3,1,13,2,26
